character,category,base_species,species_id,keep(Y/n)
Agatha,elite4,SPECIES_PICHU,PENDING_PHASE1,Y
Agatha,elite4,SPECIES_RHYHORN,PENDING_PHASE1,Y
Agatha,elite4,SPECIES_SCYTHER,PENDING_PHASE1,Y
Agatha,elite4,SPECIES_SMOOCHUM,PENDING_PHASE1,Y
Agatha,elite4,SPECIES_ZUBAT,PENDING_PHASE1,Y
Alain,anime,SPECIES_BELDUM,PENDING_PHASE1,Y
Alain,anime,SPECIES_CHARMANDER,PENDING_PHASE1,Y
Alain,anime,SPECIES_CHESPIN,PENDING_PHASE1,Y
Alain,anime,SPECIES_FLETCHLING,PENDING_PHASE1,Y
Alain,anime,SPECIES_FROAKIE,PENDING_PHASE1,Y
Alain,anime,SPECIES_GIBLE,PENDING_PHASE1,Y
Alain,anime,SPECIES_GOOMY,PENDING_PHASE1,Y
Alain,anime,SPECIES_GROOKEY,PENDING_PHASE1,Y
Alain,anime,SPECIES_HAWLUCHA,PENDING_PHASE1,Y
Alain,anime,SPECIES_INKAY,PENDING_PHASE1,Y
Alain,anime,SPECIES_LARVITAR,PENDING_PHASE1,Y
Alain,anime,SPECIES_MAGIKARP,PENDING_PHASE1,Y
Alain,anime,SPECIES_NOIBAT,PENDING_PHASE1,Y
Alain,anime,SPECIES_PAWNIARD,PENDING_PHASE1,Y
Alain,anime,SPECIES_PICHU,PENDING_PHASE1,Y
Alain,anime,SPECIES_PIDOVE,PENDING_PHASE1,Y
Alain,anime,SPECIES_SNEASEL,PENDING_PHASE1,Y
Allister,gymleader,SPECIES_CORSOLA_GALAR,PENDING_PHASE1,Y
Allister,gymleader,SPECIES_DREEPY,PENDING_PHASE1,Y
Allister,gymleader,SPECIES_DUSKULL,PENDING_PHASE1,Y
Allister,gymleader,SPECIES_ETERNATUS,PENDING_PHASE1,Y
Allister,gymleader,SPECIES_GASTLY,PENDING_PHASE1,Y
Allister,gymleader,SPECIES_LITWICK,PENDING_PHASE1,Y
Allister,gymleader,SPECIES_MIMIKYU_DISGUISED,PENDING_PHASE1,Y
Allister,gymleader,SPECIES_ORANGURU,PENDING_PHASE1,Y
Allister,gymleader,SPECIES_PUMPKABOO_AVERAGE,PENDING_PHASE1,Y
Allister,gymleader,SPECIES_SINISTEA_PHONY,PENDING_PHASE1,Y
Allister,gymleader,SPECIES_SOBBLE,PENDING_PHASE1,Y
Allister,gymleader,SPECIES_SPIRITOMB,PENDING_PHASE1,Y
Allister,gymleader,SPECIES_TOXEL,PENDING_PHASE1,Y
Allister,gymleader,SPECIES_YAMASK,PENDING_PHASE1,Y
Allister,gymleader,SPECIES_YAMASK_GALAR,PENDING_PHASE1,Y
Archer,villain,SPECIES_ARCEUS,PENDING_PHASE1,Y
Archer,villain,SPECIES_BELLSPROUT,PENDING_PHASE1,Y
Archer,villain,SPECIES_DIALGA,PENDING_PHASE1,Y
Archer,villain,SPECIES_DRATINI,PENDING_PHASE1,Y
Archer,villain,SPECIES_DROWZEE,PENDING_PHASE1,Y
Archer,villain,SPECIES_GIRATINA_ALTERED,PENDING_PHASE1,Y
Archer,villain,SPECIES_GRIMER,PENDING_PHASE1,Y
Archer,villain,SPECIES_HOUNDOUR,PENDING_PHASE1,Y
Archer,villain,SPECIES_KOFFING,PENDING_PHASE1,Y
Archer,villain,SPECIES_LARVITAR,PENDING_PHASE1,Y
Archer,villain,SPECIES_MAGBY,PENDING_PHASE1,Y
Archer,villain,SPECIES_MEOWTH,PENDING_PHASE1,Y
Archer,villain,SPECIES_MISDREAVUS,PENDING_PHASE1,Y
Archer,villain,SPECIES_PALKIA,PENDING_PHASE1,Y
Archer,villain,SPECIES_PARAS,PENDING_PHASE1,Y
Archer,villain,SPECIES_RATTATA,PENDING_PHASE1,Y
Archer,villain,SPECIES_REMORAID,PENDING_PHASE1,Y
Archer,villain,SPECIES_TOTODILE,PENDING_PHASE1,Y
Archer,villain,SPECIES_VOLTORB,PENDING_PHASE1,Y
Archer,villain,SPECIES_WYNAUT,PENDING_PHASE1,Y
Archer,villain,SPECIES_ZUBAT,PENDING_PHASE1,Y
Archie,villain,SPECIES_CARVANHA,PENDING_PHASE1,Y
Archie,villain,SPECIES_DRATINI,PENDING_PHASE1,Y
Archie,villain,SPECIES_FEEBAS,PENDING_PHASE1,Y
Archie,villain,SPECIES_GRIMER,PENDING_PHASE1,Y
Archie,villain,SPECIES_GROUDON,PENDING_PHASE1,Y
Archie,villain,SPECIES_HOOPA_CONFINED,PENDING_PHASE1,Y
Archie,villain,SPECIES_KYOGRE,PENDING_PHASE1,Y
Archie,villain,SPECIES_MAGIKARP,PENDING_PHASE1,Y
Archie,villain,SPECIES_MINUN,PENDING_PHASE1,Y
Archie,villain,SPECIES_MUDKIP,PENDING_PHASE1,Y
Archie,villain,SPECIES_NUMEL,PENDING_PHASE1,Y
Archie,villain,SPECIES_PICHU,PENDING_PHASE1,Y
Archie,villain,SPECIES_PLUSLE,PENDING_PHASE1,Y
Archie,villain,SPECIES_POOCHYENA,PENDING_PHASE1,Y
Archie,villain,SPECIES_SPHEAL,PENDING_PHASE1,Y
Archie,villain,SPECIES_TENTACOOL,PENDING_PHASE1,Y
Archie,villain,SPECIES_WURMPLE,PENDING_PHASE1,Y
Archie,villain,SPECIES_ZUBAT,PENDING_PHASE1,Y
Ariana,villain,SPECIES_BELLSPROUT,PENDING_PHASE1,Y
Ariana,villain,SPECIES_DROWZEE,PENDING_PHASE1,Y
Ariana,villain,SPECIES_EKANS,PENDING_PHASE1,Y
Ariana,villain,SPECIES_GRIMER,PENDING_PHASE1,Y
Ariana,villain,SPECIES_KABUTO,PENDING_PHASE1,Y
Ariana,villain,SPECIES_LICKITUNG,PENDING_PHASE1,Y
Ariana,villain,SPECIES_MURKROW,PENDING_PHASE1,Y
Ariana,villain,SPECIES_ODDISH,PENDING_PHASE1,Y
Ariana,villain,SPECIES_RATTATA,PENDING_PHASE1,Y
Ariana,villain,SPECIES_RHYHORN,PENDING_PHASE1,Y
Ariana,villain,SPECIES_SLUGMA,PENDING_PHASE1,Y
Ariana,villain,SPECIES_SNEASEL,PENDING_PHASE1,Y
Ariana,villain,SPECIES_ZUBAT,PENDING_PHASE1,Y
Arven,rival,SPECIES_BOMBIRDIER,PENDING_PHASE1,Y
Arven,rival,SPECIES_BRUTE_BONNET,PENDING_PHASE1,Y
Arven,rival,SPECIES_CAPSAKID,PENDING_PHASE1,Y
Arven,rival,SPECIES_CETODDLE,PENDING_PHASE1,Y
Arven,rival,SPECIES_DONDOZO,PENDING_PHASE1,Y
Arven,rival,SPECIES_EEVEE,PENDING_PHASE1,Y
Arven,rival,SPECIES_FLUTTER_MANE,PENDING_PHASE1,Y
Arven,rival,SPECIES_GREAT_TUSK,PENDING_PHASE1,Y
Arven,rival,SPECIES_IRON_HANDS,PENDING_PHASE1,Y
Arven,rival,SPECIES_IRON_JUGULIS,PENDING_PHASE1,Y
Arven,rival,SPECIES_IRON_TREADS,PENDING_PHASE1,Y
Arven,rival,SPECIES_KLAWF,PENDING_PHASE1,Y
Arven,rival,SPECIES_MASCHIFF,PENDING_PHASE1,Y
Arven,rival,SPECIES_NACLI,PENDING_PHASE1,Y
Arven,rival,SPECIES_ORTHWORM,PENDING_PHASE1,Y
Arven,rival,SPECIES_PECHARUNT,PENDING_PHASE1,Y
Arven,rival,SPECIES_SHELLDER,PENDING_PHASE1,Y
Arven,rival,SPECIES_SKWOVET,PENDING_PHASE1,Y
Arven,rival,SPECIES_TATSUGIRI_CURLY,PENDING_PHASE1,Y
Arven,rival,SPECIES_TOEDSCOOL,PENDING_PHASE1,Y
Ash,anime,SPECIES_BERGMITE,PENDING_PHASE1,Y
Ash,anime,SPECIES_CHARMANDER,PENDING_PHASE1,Y
Ash,anime,SPECIES_CHIMCHAR,PENDING_PHASE1,Y
Ash,anime,SPECIES_CLOBBOPUS,PENDING_PHASE1,Y
Ash,anime,SPECIES_COSMOG,PENDING_PHASE1,Y
Ash,anime,SPECIES_DARKRAI,PENDING_PHASE1,Y
Ash,anime,SPECIES_DRACOVISH,PENDING_PHASE1,Y
Ash,anime,SPECIES_DRATINI,PENDING_PHASE1,Y
Ash,anime,SPECIES_ETERNATUS,PENDING_PHASE1,Y
Ash,anime,SPECIES_FARFETCHD_GALAR,PENDING_PHASE1,Y
Ash,anime,SPECIES_FROAKIE,PENDING_PHASE1,Y
Ash,anime,SPECIES_GASTLY,PENDING_PHASE1,Y
Ash,anime,SPECIES_GIBLE,PENDING_PHASE1,Y
Ash,anime,SPECIES_GOOMY,PENDING_PHASE1,Y
Ash,anime,SPECIES_HOPPIP,PENDING_PHASE1,Y
Ash,anime,SPECIES_LATIOS,PENDING_PHASE1,Y
Ash,anime,SPECIES_LITTEN,PENDING_PHASE1,Y
Ash,anime,SPECIES_LUGIA,PENDING_PHASE1,Y
Ash,anime,SPECIES_MACHOP,PENDING_PHASE1,Y
Ash,anime,SPECIES_MAGIKARP,PENDING_PHASE1,Y
Ash,anime,SPECIES_MELTAN,PENDING_PHASE1,Y
Ash,anime,SPECIES_MIMIKYU_DISGUISED,PENDING_PHASE1,Y
Ash,anime,SPECIES_MURKROW,PENDING_PHASE1,Y
Ash,anime,SPECIES_ODDISH,PENDING_PHASE1,Y
Ash,anime,SPECIES_PICHU,PENDING_PHASE1,Y
Ash,anime,SPECIES_PIDOVE,PENDING_PHASE1,Y
Ash,anime,SPECIES_RESHIRAM,PENDING_PHASE1,Y
Ash,anime,SPECIES_RIOLU,PENDING_PHASE1,Y
Ash,anime,SPECIES_ROCKRUFF,PENDING_PHASE1,Y
Ash,anime,SPECIES_SCRAGGY,PENDING_PHASE1,Y
Ash,anime,SPECIES_SPEWPA,PENDING_PHASE1,Y
Ash,anime,SPECIES_STARLY,PENDING_PHASE1,Y
Ash,anime,SPECIES_TAILLOW,PENDING_PHASE1,Y
Ash,anime,SPECIES_TORCHIC,PENDING_PHASE1,Y
Ash,anime,SPECIES_YUNGOOS,PENDING_PHASE1,Y
Ash,anime,SPECIES_ZEKROM,PENDING_PHASE1,Y
Ash,anime,SPECIES_ZYGARDE_50,PENDING_PHASE1,Y
Barry,rival,SPECIES_BUDEW,PENDING_PHASE1,Y
Barry,rival,SPECIES_BUIZEL,PENDING_PHASE1,Y
Barry,rival,SPECIES_CHIMCHAR,PENDING_PHASE1,Y
Barry,rival,SPECIES_CRANIDOS,PENDING_PHASE1,Y
Barry,rival,SPECIES_DRATINI,PENDING_PHASE1,Y
Barry,rival,SPECIES_FEEBAS,PENDING_PHASE1,Y
Barry,rival,SPECIES_HERACROSS,PENDING_PHASE1,Y
Barry,rival,SPECIES_MAGBY,PENDING_PHASE1,Y
Barry,rival,SPECIES_MUNCHLAX,PENDING_PHASE1,Y
Barry,rival,SPECIES_NATU,PENDING_PHASE1,Y
Barry,rival,SPECIES_PICHU,PENDING_PHASE1,Y
Barry,rival,SPECIES_PIPLUP,PENDING_PHASE1,Y
Barry,rival,SPECIES_PONYTA,PENDING_PHASE1,Y
Barry,rival,SPECIES_RHYHORN,PENDING_PHASE1,Y
Barry,rival,SPECIES_SKARMORY,PENDING_PHASE1,Y
Barry,rival,SPECIES_STARLY,PENDING_PHASE1,Y
Barry,rival,SPECIES_STUNKY,PENDING_PHASE1,Y
Barry,rival,SPECIES_TEDDIURSA,PENDING_PHASE1,Y
Barry,rival,SPECIES_TURTWIG,PENDING_PHASE1,Y
Barry,rival,SPECIES_TYROGUE,PENDING_PHASE1,Y
Barry,rival,SPECIES_ZUBAT,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_CHARMANDER,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_CLOBBOPUS,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_DRACOVISH,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_DRATINI,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_ETERNATUS,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_FALINKS,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_FARFETCHD_GALAR,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_HAWLUCHA,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_MACHOP,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_MORPEKO_FULL_BELLY,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_PANCHAM,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_POLIWAG,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_RHYHORN,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_RIOLU,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_SAWK,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_SCRAGGY,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_THROH,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_TRUBBISH,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_TYROGUE,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_VANILLITE,PENDING_PHASE1,Y
Bea,gymleader,SPECIES_WOOLOO,PENDING_PHASE1,Y
Bede,rival,SPECIES_ARTICUNO,PENDING_PHASE1,Y
Bede,rival,SPECIES_CALYREX,PENDING_PHASE1,Y
Bede,rival,SPECIES_CATERPIE,PENDING_PHASE1,Y
Bede,rival,SPECIES_CUFANT,PENDING_PHASE1,Y
Bede,rival,SPECIES_EEVEE,PENDING_PHASE1,Y
Bede,rival,SPECIES_ETERNATUS,PENDING_PHASE1,Y
Bede,rival,SPECIES_GOTHITA,PENDING_PHASE1,Y
Bede,rival,SPECIES_HATENNA,PENDING_PHASE1,Y
Bede,rival,SPECIES_IRON_VALIANT,PENDING_PHASE1,Y
Bede,rival,SPECIES_MAWILE,PENDING_PHASE1,Y
Bede,rival,SPECIES_MOLTRES,PENDING_PHASE1,Y
Bede,rival,SPECIES_PONYTA,PENDING_PHASE1,Y
Bede,rival,SPECIES_RALTS,PENDING_PHASE1,Y
Bede,rival,SPECIES_REGICE,PENDING_PHASE1,Y
Bede,rival,SPECIES_REGIROCK,PENDING_PHASE1,Y
Bede,rival,SPECIES_REGISTEEL,PENDING_PHASE1,Y
Bede,rival,SPECIES_ROOKIDEE,PENDING_PHASE1,Y
Bede,rival,SPECIES_SOBBLE,PENDING_PHASE1,Y
Bede,rival,SPECIES_SOLOSIS,PENDING_PHASE1,Y
Bede,rival,SPECIES_SPECTRIER,PENDING_PHASE1,Y
Bede,rival,SPECIES_TIMBURR,PENDING_PHASE1,Y
Bede,rival,SPECIES_ZACIAN_HERO,PENDING_PHASE1,Y
Bede,rival,SPECIES_ZAMAZENTA_HERO,PENDING_PHASE1,Y
Bede,rival,SPECIES_ZAPDOS,PENDING_PHASE1,Y
Bertha,elite4,SPECIES_BARBOACH,PENDING_PHASE1,Y
Bertha,elite4,SPECIES_BONSLY,PENDING_PHASE1,Y
Bertha,elite4,SPECIES_CARNIVINE,PENDING_PHASE1,Y
Bertha,elite4,SPECIES_GEODUDE,PENDING_PHASE1,Y
Bertha,elite4,SPECIES_GLIGAR,PENDING_PHASE1,Y
Bertha,elite4,SPECIES_HIPPOPOTAS,PENDING_PHASE1,Y
Bertha,elite4,SPECIES_MAGBY,PENDING_PHASE1,Y
Bertha,elite4,SPECIES_NIDORAN_M,PENDING_PHASE1,Y
Bertha,elite4,SPECIES_RHYHORN,PENDING_PHASE1,Y
Bertha,elite4,SPECIES_SEVIPER,PENDING_PHASE1,Y
Bertha,elite4,SPECIES_STARLY,PENDING_PHASE1,Y
Bertha,elite4,SPECIES_SWINUB,PENDING_PHASE1,Y
Bertha,elite4,SPECIES_TURTWIG,PENDING_PHASE1,Y
Bertha,elite4,SPECIES_WOOPER,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_ARTICUNO,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_CHARMANDER,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_CLEFFA,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_EEVEE,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_GEODUDE,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_GROWLITHE,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_HAPPINY,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_HOUNDOUR,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_IGGLYBUFF,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_KANGASKHAN,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_MAGBY,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_MANKEY,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_MEOWTH,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_MIME_JR,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_MOLTRES,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_NUMEL,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_ODDISH,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_PARAS,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_PICHU,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_PONYTA,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_REMORAID,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_RHYHORN,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_ROTOM,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_SLUGMA,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_SQUIRTLE,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_TANGELA,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_TOGEPI,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_TORKOAL,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_VOLTORB,PENDING_PHASE1,Y
Blaine,gymleader,SPECIES_VULPIX,PENDING_PHASE1,Y
Blue,champion,SPECIES_ABRA,PENDING_PHASE1,Y
Blue,champion,SPECIES_AERODACTYL,PENDING_PHASE1,Y
Blue,champion,SPECIES_BULBASAUR,PENDING_PHASE1,Y
Blue,champion,SPECIES_CHARMANDER,PENDING_PHASE1,Y
Blue,champion,SPECIES_CLEFFA,PENDING_PHASE1,Y
Blue,champion,SPECIES_DRATINI,PENDING_PHASE1,Y
Blue,champion,SPECIES_EEVEE,PENDING_PHASE1,Y
Blue,champion,SPECIES_EKANS,PENDING_PHASE1,Y
Blue,champion,SPECIES_ELEKID,PENDING_PHASE1,Y
Blue,champion,SPECIES_EXEGGCUTE,PENDING_PHASE1,Y
Blue,champion,SPECIES_GASTLY,PENDING_PHASE1,Y
Blue,champion,SPECIES_GROWLITHE,PENDING_PHASE1,Y
Blue,champion,SPECIES_HERACROSS,PENDING_PHASE1,Y
Blue,champion,SPECIES_HORSEA,PENDING_PHASE1,Y
Blue,champion,SPECIES_HOUNDOUR,PENDING_PHASE1,Y
Blue,champion,SPECIES_LAPRAS,PENDING_PHASE1,Y
Blue,champion,SPECIES_LARVITAR,PENDING_PHASE1,Y
Blue,champion,SPECIES_MACHOP,PENDING_PHASE1,Y
Blue,champion,SPECIES_MAGIKARP,PENDING_PHASE1,Y
Blue,champion,SPECIES_MAGNEMITE,PENDING_PHASE1,Y
Blue,champion,SPECIES_MILTANK,PENDING_PHASE1,Y
Blue,champion,SPECIES_PICHU,PENDING_PHASE1,Y
Blue,champion,SPECIES_PIDGEY,PENDING_PHASE1,Y
Blue,champion,SPECIES_PINSIR,PENDING_PHASE1,Y
Blue,champion,SPECIES_RHYHORN,PENDING_PHASE1,Y
Blue,champion,SPECIES_SANDSHREW,PENDING_PHASE1,Y
Blue,champion,SPECIES_SCYTHER,PENDING_PHASE1,Y
Blue,champion,SPECIES_SHELLDER,PENDING_PHASE1,Y
Blue,champion,SPECIES_SLOWPOKE,PENDING_PHASE1,Y
Blue,champion,SPECIES_SQUIRTLE,PENDING_PHASE1,Y
Blue,champion,SPECIES_SWINUB,PENDING_PHASE1,Y
Blue,champion,SPECIES_TAUROS,PENDING_PHASE1,Y
Blue,champion,SPECIES_TOTODILE,PENDING_PHASE1,Y
Blue,champion,SPECIES_VULPIX,PENDING_PHASE1,Y
Blue,champion,SPECIES_ZAPDOS,PENDING_PHASE1,Y
Brassius,gymleader,SPECIES_APPLIN,PENDING_PHASE1,Y
Brassius,gymleader,SPECIES_BONSLY,PENDING_PHASE1,Y
Brassius,gymleader,SPECIES_BOUNSWEET,PENDING_PHASE1,Y
Brassius,gymleader,SPECIES_CHARCADET,PENDING_PHASE1,Y
Brassius,gymleader,SPECIES_FINIZEN,PENDING_PHASE1,Y
Brassius,gymleader,SPECIES_FRIGIBAX,PENDING_PHASE1,Y
Brassius,gymleader,SPECIES_FUECOCO,PENDING_PHASE1,Y
Brassius,gymleader,SPECIES_ODDISH,PENDING_PHASE1,Y
Brassius,gymleader,SPECIES_PETILIL,PENDING_PHASE1,Y
Brassius,gymleader,SPECIES_SHROOMISH,PENDING_PHASE1,Y
Brassius,gymleader,SPECIES_SMOLIV,PENDING_PHASE1,Y
Brassius,gymleader,SPECIES_SUNKERN,PENDING_PHASE1,Y
Brassius,gymleader,SPECIES_TAROUNTULA,PENDING_PHASE1,Y
Brawly,gymleader,SPECIES_CLEFFA,PENDING_PHASE1,Y
Brawly,gymleader,SPECIES_GROUDON,PENDING_PHASE1,Y
Brawly,gymleader,SPECIES_HERACROSS,PENDING_PHASE1,Y
Brawly,gymleader,SPECIES_MACHOP,PENDING_PHASE1,Y
Brawly,gymleader,SPECIES_MAKUHITA,PENDING_PHASE1,Y
Brawly,gymleader,SPECIES_MEDITITE,PENDING_PHASE1,Y
Brawly,gymleader,SPECIES_MIENFOO,PENDING_PHASE1,Y
Brawly,gymleader,SPECIES_SABLEYE,PENDING_PHASE1,Y
Brawly,gymleader,SPECIES_SCRAGGY,PENDING_PHASE1,Y
Brawly,gymleader,SPECIES_SHROOMISH,PENDING_PHASE1,Y
Brawly,gymleader,SPECIES_TYROGUE,PENDING_PHASE1,Y
Brawly,gymleader,SPECIES_WAILMER,PENDING_PHASE1,Y
Brawly,gymleader,SPECIES_WINGULL,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_ARON,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_BAGON,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_BALTOY,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_ELECTRIKE,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_GROUDON,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_LARVITAR,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_LATIAS,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_LATIOS,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_LOTAD,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_MAGBY,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_MUDKIP,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_NUMEL,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_PICHU,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_RHYHORN,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_SEEDOT,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_SHROOMISH,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_SLUGMA,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_SOLROCK,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_TAILLOW,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_TORCHIC,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_TREECKO,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_TROPIUS,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_WAILMER,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_WHISMUR,PENDING_PHASE1,Y
Brendan,protagonist,SPECIES_WINGULL,PENDING_PHASE1,Y
